image_id,angle,speed,red_light,obj_ahead,left_arrow,right_arrow
1742994323243_105_0,0.6875,1,0,0,0,0
1742994323467_105_0,0.6875,1,0,0,0,0
1742994323697_105_0,0.6875,1,0,0,0,0
1742994323881_105_0,0.6875,1,0,0,0,0
1742994324070_105_0,0.6875,1,0,0,0,0
1742994324297_105_0,0.6875,1,0,0,0,0
1742994324496_105_0,0.6875,1,0,0,0,0
1742994324697_105_0,0.6875,1,0,0,0,0
1742994324897_105_0,0.6875,1,0,0,0,0
1742994325097_105_0,0.6875,1,0,0,0,0
1742994325297_105_0,0.6875,1,0,0,0,0
1742994325495_105_0,0.6875,1,0,0,0,0
1742994325697_105_0,0.6875,1,0,0,0,0
1742994325953_105_0,0.6875,1,0,0,0,0
1742994326165_105_0,0.6875,1,0,0,0,0
1742994326365_105_0,0.6875,1,0,0,0,0
1742994326565_105_0,0.6875,1,0,0,0,0
1742994326765_105_0,0.6875,1,0,0,0,0
1742994326968_105_0,0.6875,1,0,0,0,0
1742994327165_105_0,0.6875,1,0,0,0,0
1742994327397_105_0,0.6875,1,0,0,0,0
1742994327601_105_0,0.6875,1,0,0,0,0
1742994327833_105_0,0.6875,1,0,0,0,0
1742994328033_105_0,0.6875,1,0,0,0,0
1742994328233_105_0,0.6875,1,0,0,0,0
1742994328433_105_0,0.6875,1,0,0,0,0
1742994328618_105_0,0.6875,1,0,0,0,0
1742994328866_105_0,0.6875,1,0,0,0,0
1742994329072_105_0,0.6875,1,0,0,0,0
1742994329301_105_0,0.6875,1,0,0,0,0
1742994329501_105_0,0.6875,1,0,0,0,0
1742994329701_105_0,0.6875,1,0,0,0,0
1742994329933_105_0,0.6875,1,0,0,0,0
1742994330133_105_0,0.6875,1,0,0,0,0
1742994330370_105_0,0.6875,1,0,0,0,0
1742994330602_105_0,0.6875,1,0,0,0,0
1742994330833_105_0,0.6875,1,0,0,0,0
1742994331033_105_0,0.6875,1,0,0,0,0
1742994331234_105_0,0.6875,1,0,0,0,0
1742994331434_105_0,0.6875,1,0,0,0,0
1742994331633_105_0,0.6875,1,0,0,0,0
1742994331834_105_0,0.6875,1,0,0,0,0
1742994332034_105_0,0.6875,1,0,0,0,0
1742994332234_105_0,0.6875,1,0,0,0,0
1742994332434_105_0,0.6875,1,0,0,0,0
1742994332634_105_0,0.6875,1,0,0,0,0
1742994332834_105_0,0.6875,1,0,0,0,0
1742994333034_105_0,0.6875,1,0,0,0,0
1742994333247_105_0,0.6875,1,0,0,0,0
1742994333470_105_0,0.6875,1,0,0,0,0
1742994333670_105_0,0.6875,1,0,0,0,0
1742994333902_105_0,0.6875,1,0,0,0,0
1742994334102_105_0,0.6875,1,0,0,0,0
1742994334302_105_0,0.6875,1,0,0,0,0
1742994334503_105_0,0.6875,1,0,0,0,0
1742994334702_105_0,0.6875,1,0,0,0,0
1742994334904_105_0,0.6875,1,0,0,0,0
1742994335102_105_0,0.6875,1,0,0,0,0
1742994335302_105_0,0.6875,1,0,0,0,0
1742994335502_105_0,0.6875,1,0,0,0,0
1742994335738_105_0,0.6875,1,0,0,0,0
1742994335938_105_0,0.6875,1,0,0,0,0
1742994336147_105_0,0.6875,1,0,0,0,0
1742994336347_105_0,0.6875,1,0,0,0,0
1742994336570_105_0,0.6875,1,0,0,0,0
1742994336771_105_0,0.6875,1,0,0,0,0
1742994337006_105_0,0.6875,1,0,0,0,0
1742994337206_105_0,0.6875,1,0,0,0,0
1742994337411_105_0,0.6875,1,0,0,0,0
1742994337606_105_0,0.6875,1,0,0,0,0
1742994337806_105_0,0.6875,1,0,0,0,0
1742994338006_105_0,0.6875,1,0,0,0,0
1742994338239_105_0,0.6875,1,0,0,0,0
1742994338470_105_0,0.6875,1,0,0,0,0
1742994338670_105_0,0.6875,1,0,0,0,0
1742994338876_105_0,0.6875,1,0,0,0,0
1742994339074_105_0,0.6875,1,0,0,0,0
1742994339275_105_0,0.6875,1,0,0,0,0
