image_id,angle,speed,red_light,obj_ahead,left_arrow,right_arrow
1742826315528_110_0,0.75,1,0,0,0,0
1742826315892_110_0,0.75,1,0,0,0,0
1742826316280_110_0,0.75,1,0,0,0,0
1742826316646_110_0,0.75,1,0,0,0,0
1742826317047_110_0,0.75,1,0,0,0,0
1742826317421_110_0,0.75,1,0,0,0,0
1742826317784_110_0,0.75,1,0,0,0,0
1742826318150_110_0,0.75,1,0,0,0,0
1742826318506_110_0,0.75,1,0,0,0,0
1742826318847_110_0,0.75,1,0,0,0,0
1742826319215_110_0,0.75,1,0,0,0,0
1742826319583_110_0,0.75,1,0,0,0,0
1742826319947_110_0,0.75,1,0,0,0,0
1742826320327_110_0,0.75,1,0,0,0,0
1742826320718_110_0,0.75,1,0,0,0,0
1742826321083_110_0,0.75,1,0,0,0,0
1742826321452_110_0,0.75,1,0,0,0,0
1742826321825_110_0,0.75,1,0,0,0,0
1742826322183_110_0,0.75,1,0,0,0,0
1742826322551_110_0,0.75,1,0,0,0,0
1742826322916_110_0,0.75,1,0,0,0,0
1742826323283_110_0,0.75,1,0,0,0,0
1742826323620_110_0,0.75,1,0,0,0,0
1742826324019_110_0,0.75,1,0,0,0,0
1742826324383_110_0,0.75,1,0,0,0,0
1742826324751_110_0,0.75,1,0,0,0,0
1742826325119_110_0,0.75,1,0,0,0,0
1742826325483_110_0,0.75,1,0,0,0,0
1742826325852_110_0,0.75,1,0,0,0,0
1742826326219_110_0,0.75,1,0,0,0,0
1742826326602_110_0,0.75,1,0,0,0,0
1742826326952_110_0,0.75,1,0,0,0,0
1742826327288_110_0,0.75,1,0,0,0,0
1742826327652_110_0,0.75,1,0,0,0,0
1742826327988_110_0,0.75,1,0,0,0,0
1742826328352_110_0,0.75,1,0,0,0,0
1742826328721_110_0,0.75,1,0,0,0,0
1742826329088_110_0,0.75,1,0,0,0,0
1742826329456_110_0,0.75,1,0,0,0,0
1742826329820_110_0,0.75,1,0,0,0,0
1742826330188_110_0,0.75,1,0,0,0,0
1742826330560_110_0,0.75,1,0,0,0,0
1742826330920_110_0,0.75,1,0,0,0,0
1742826331288_110_0,0.75,1,0,0,0,0
1742826331656_110_0,0.75,1,0,0,0,0
1742826332024_110_0,0.75,1,0,0,0,0
1742826332356_110_0,0.75,1,0,0,0,0
1742826332725_110_0,0.75,1,0,0,0,0
1742826345256_110_0,0.75,1,0,0,0,0
1742826345711_110_0,0.75,1,0,0,0,0
1742826346098_110_0,0.75,1,0,0,0,0
1742826346466_110_0,0.75,1,0,0,0,0
1742826346830_110_0,0.75,1,0,0,0,0
1742826347218_110_0,0.75,1,0,0,0,0
1742826347598_110_0,0.75,1,0,0,0,0
1742826347971_110_0,0.75,1,0,0,0,0
1742826348330_110_0,0.75,1,0,0,0,0
1742826348666_110_0,0.75,1,0,0,0,0
1742826349006_110_0,0.75,1,0,0,0,0
1742826349367_110_0,0.75,1,0,0,0,0
1742826349734_110_0,0.75,1,0,0,0,0
1742826350067_110_0,0.75,1,0,0,0,0
1742826350448_110_0,0.75,1,0,0,0,0
1742826350799_110_0,0.75,1,0,0,0,0
1742826351166_100_0,0.625,1,0,0,0,0
1742826351534_100_0,0.625,1,0,0,0,0
1742826351903_100_0,0.625,1,0,0,0,0
1742826352267_100_0,0.625,1,0,0,0,0
1742826352636_100_0,0.625,1,0,0,0,0
1742826353003_100_0,0.625,1,0,0,0,0
1742826353367_100_0,0.625,1,0,0,0,0
1742826353735_100_0,0.625,1,0,0,0,0
1742826354103_100_0,0.625,1,0,0,0,0
1742826354471_100_0,0.625,1,0,0,0,0
1742826354860_100_0,0.625,1,0,0,0,0
1742826355237_100_0,0.625,1,0,0,0,0
1742826355603_100_0,0.625,1,0,0,0,0
1742826355972_100_0,0.625,1,0,0,0,0
1742826356344_100_0,0.625,1,0,0,0,0
1742826356705_100_0,0.625,1,0,0,0,0
1742826357140_100_0,0.625,1,0,0,0,0
1742826357504_100_0,0.625,1,0,0,0,0
1742826357872_100_0,0.625,1,0,0,0,0
1742826358240_100_0,0.625,1,0,0,0,0
1742826358604_100_0,0.625,1,0,0,0,0
1742826358979_100_0,0.625,1,0,0,0,0
1742826359340_100_0,0.625,1,0,0,0,0
1742826359704_100_0,0.625,1,0,0,0,0
1742826360108_100_0,0.625,1,0,0,0,0
1742826360472_100_0,0.625,1,0,0,0,0
1742826360840_100_0,0.625,1,0,0,0,0
1742826361209_100_0,0.625,1,0,0,0,0
1742826361608_100_0,0.625,1,0,0,0,0
1742826380043_70_0,0.25,1,0,0,0,0
1742826380487_70_0,0.25,1,0,0,0,0
1742826380851_70_0,0.25,1,0,0,0,0
1742826381219_70_0,0.25,1,0,0,0,0
1742826381586_70_0,0.25,1,0,0,0,0
1742826381951_70_0,0.25,1,0,0,0,0
1742826382287_70_0,0.25,1,0,0,0,0
1742826382655_70_0,0.25,1,0,0,0,0
1742826383019_70_0,0.25,1,0,0,0,0
1742826383387_70_0,0.25,1,0,0,0,0
1742826383755_70_0,0.25,1,0,0,0,0
1742826384125_70_0,0.25,1,0,0,0,0
1742826384487_70_0,0.25,1,0,0,0,0
1742826384855_70_0,0.25,1,0,0,0,0
1742826385219_70_0,0.25,1,0,0,0,0
1742826385588_70_0,0.25,1,0,0,0,0
1742826385987_70_0,0.25,1,0,0,0,0
1742826386355_70_0,0.25,1,0,0,0,0
1742826386731_70_0,0.25,1,0,0,0,0
1742826387124_70_0,0.25,1,0,0,0,0
1742826387488_70_0,0.25,1,0,0,0,0
1742826387855_70_0,0.25,1,0,0,0,0
1742826388224_70_0,0.25,1,0,0,0,0
1742826388597_70_0,0.25,1,0,0,0,0
1742826388957_70_0,0.25,1,0,0,0,0
1742826389324_70_0,0.25,1,0,0,0,0
1742826389692_70_0,0.25,1,0,0,0,0
1742826390056_70_0,0.25,1,0,0,0,0
1742826390425_70_0,0.25,1,0,0,0,0
1742826390792_70_0,0.25,1,0,0,0,0
1742826391160_70_0,0.25,1,0,0,0,0
1742826391539_70_0,0.25,1,0,0,0,0
1742826424317_95_0,0.5625,1,0,0,0,0
1742826424776_95_0,0.5625,1,0,0,0,0
1742826425144_95_0,0.5625,1,0,0,0,0
1742826425518_95_0,0.5625,1,0,0,0,0
1742826425912_95_0,0.5625,1,0,0,0,0
1742826426280_95_0,0.5625,1,0,0,0,0
1742826426619_95_0,0.5625,1,0,0,0,0
1742826426981_95_0,0.5625,1,0,0,0,0
1742826427380_95_0,0.5625,1,0,0,0,0
1742826427745_95_0,0.5625,1,0,0,0,0
1742826428118_95_0,0.5625,1,0,0,0,0
1742826428481_95_0,0.5625,1,0,0,0,0
1742826428856_95_0,0.5625,1,0,0,0,0
1742826429213_95_0,0.5625,1,0,0,0,0
1742826429581_95_0,0.5625,1,0,0,0,0
1742826429950_95_0,0.5625,1,0,0,0,0
1742826430313_95_0,0.5625,1,0,0,0,0
1742826430686_95_0,0.5625,1,0,0,0,0
1742826431081_95_0,0.5625,1,0,0,0,0
1742826431424_95_0,0.5625,1,0,0,0,0
1742826431817_95_0,0.5625,1,0,0,0,0
1742826432181_95_0,0.5625,1,0,0,0,0
1742826432550_95_0,0.5625,1,0,0,0,0
1742826432917_95_0,0.5625,1,0,0,0,0
1742826433284_95_0,0.5625,1,0,0,0,0
1742826433649_95_0,0.5625,1,0,0,0,0
