image_id,angle,speed,red_light,obj_ahead,left_arrow,right_arrow
1741811979371_90_0,0.5,0,0,1,0,0
1741811980408_90_0,0.5,0,0,1,0,0
1741811981471_90_0,0.5,0,0,1,0,0
1741811982507_90_0,0.5,0,0,1,0,0
1741811983540_90_0,0.5,0,0,1,0,0
1741811984608_90_0,0.5,0,0,1,0,0
1741811985645_90_0,0.5,0,0,1,0,0
1741811986676_90_0,0.5,0,0,1,0,0
1741811987709_90_0,0.5,0,0,1,0,0
1741811989813_90_0,0.5,0,0,1,0,0
1741811990845_90_0,0.5,0,0,1,0,0
1741811991881_90_0,0.5,0,0,1,0,0
1741811992913_90_0,0.5,0,0,1,0,0
1741811993946_90_0,0.5,0,0,1,0,0
1741811995014_90_0,0.5,0,0,1,0,0
1741811996082_90_0,0.5,0,0,1,0,0
1741811997118_90_0,0.5,0,0,1,0,0
1741811998182_90_0,0.5,0,0,1,0,0
1741811999250_90_0,0.5,0,0,1,0,0
1741812000286_90_0,0.5,0,0,1,0,0
1741812001319_90_0,0.5,0,0,1,0,0
1741812002387_90_0,0.5,0,0,1,0,0
1741812003455_90_0,0.5,0,0,1,0,0
1741812004519_90_0,0.5,0,0,1,0,0
1741812005556_90_0,0.5,0,0,1,0,0
1741812006623_90_0,0.5,0,0,1,0,0
1741812007656_90_0,0.5,0,0,1,0,0
1741812008692_90_0,0.5,0,0,1,0,0
1741812009756_90_0,0.5,0,0,1,0,0
1741812023684_90_0,0.5,0,0,1,0,0
1741812024802_90_0,0.5,0,0,1,0,0
1741812025835_90_0,0.5,0,0,1,0,0
1741812026903_90_0,0.5,0,0,1,0,0
1741812027935_90_0,0.5,0,0,1,0,0
1741812028977_90_0,0.5,0,0,1,0,0
1741812030047_90_0,0.5,0,0,1,0,0
1741812031105_90_0,0.5,0,0,1,0,0
1741812032140_90_0,0.5,0,0,1,0,0
1741812033204_90_0,0.5,0,0,1,0,0
1741812034240_90_0,0.5,0,0,1,0,0
1741812035308_90_0,0.5,0,0,1,0,0
1741812036377_90_0,0.5,0,0,1,0,0
1741812037409_90_0,0.5,0,0,1,0,0
1741812038477_90_0,0.5,0,0,1,0,0
1741812039545_90_0,0.5,0,0,1,0,0
1741812040577_90_0,0.5,0,0,1,0,0
1741812041645_90_0,0.5,0,0,1,0,0
1741812042713_90_0,0.5,0,0,1,0,0
1741812043777_90_0,0.5,0,0,1,0,0
1741812044813_90_0,0.5,0,0,1,0,0
1741812055220_90_0,0.5,0,0,1,0,0
1741812056254_90_0,0.5,0,0,1,0,0
1741812057318_90_0,0.5,0,0,1,0,0
1741812058354_90_0,0.5,0,0,1,0,0
1741812059422_90_0,0.5,0,0,1,0,0
1741812060489_90_0,0.5,0,0,1,0,0
1741812061534_90_0,0.5,0,0,1,0,0
1741812062591_90_0,0.5,0,0,1,0,0
1741812063655_90_0,0.5,0,0,1,0,0
1741812064691_90_0,0.5,0,0,1,0,0
1741812065759_90_0,0.5,0,0,1,0,0
1741812066823_90_0,0.5,0,0,1,0,0
1741812067859_90_0,0.5,0,0,1,0,0
1741812068898_90_0,0.5,0,0,1,0,0
1741812069960_90_0,0.5,0,0,1,0,0
1741812070996_90_0,0.5,0,0,1,0,0
1741812072028_90_0,0.5,0,0,1,0,0
1741812073096_90_0,0.5,0,0,1,0,0
1741812074164_90_0,0.5,0,0,1,0,0
1741812075229_90_0,0.5,0,0,1,0,0
1741812076276_90_0,0.5,0,0,1,0,0
1741812077334_90_0,0.5,0,0,1,0,0
1741812078397_90_0,0.5,0,0,1,0,0
1741812079433_90_0,0.5,0,0,1,0,0
1741812080501_90_0,0.5,0,0,1,0,0
1741812081569_90_0,0.5,0,0,1,0,0
1741812082633_90_0,0.5,0,0,1,0,0
1741812083701_90_0,0.5,0,0,1,0,0
1741812084769_90_0,0.5,0,0,1,0,0
1741812085802_90_0,0.5,0,0,1,0,0
1741812086870_90_0,0.5,0,0,1,0,0
1741812108475_90_0,0.5,0,0,1,0,0
1741812109548_90_0,0.5,0,0,1,0,0
1741812110617_90_0,0.5,0,0,1,0,0
1741812111685_90_0,0.5,0,0,1,0,0
1741812112753_90_0,0.5,0,0,1,0,0
1741812113821_90_0,0.5,0,0,1,0,0
1741812114885_90_0,0.5,0,0,1,0,0
1741812115953_90_0,0.5,0,0,1,0,0
1741812117021_90_0,0.5,0,0,1,0,0
1741812118089_90_0,0.5,0,0,1,0,0
1741812119158_90_0,0.5,0,0,1,0,0
1741812120222_90_0,0.5,0,0,1,0,0
1741812121289_90_0,0.5,0,0,1,0,0
1741812122327_90_0,0.5,0,0,1,0,0
1741812123392_90_0,0.5,0,0,1,0,0
1741812124458_90_0,0.5,0,0,1,0,0
1741812125494_90_0,0.5,0,0,1,0,0
1741812126559_90_0,0.5,0,0,1,0,0
1741812127626_90_0,0.5,0,0,1,0,0
1741812128694_90_0,0.5,0,0,1,0,0
1741812129763_90_0,0.5,0,0,1,0,0
1741812130831_90_0,0.5,0,0,1,0,0
1741812131895_90_0,0.5,0,0,1,0,0
1741812141030_90_0,0.5,0,0,1,0,0
1741812142104_90_0,0.5,0,0,1,0,0
1741812143169_90_0,0.5,0,0,1,0,0
1741812144237_90_0,0.5,0,0,1,0,0
1741812145273_90_0,0.5,0,0,1,0,0
1741812146337_90_0,0.5,0,0,1,0,0
1741812147373_90_0,0.5,0,0,1,0,0
1741812148441_90_0,0.5,0,0,1,0,0
1741812149509_90_0,0.5,0,0,1,0,0
1741812150573_90_0,0.5,0,0,1,0,0
1741812151610_90_0,0.5,0,0,1,0,0
1741812152678_90_0,0.5,0,0,1,0,0
1741812153742_90_0,0.5,0,0,1,0,0
1741812154779_90_0,0.5,0,0,1,0,0
1741812155846_90_0,0.5,0,0,1,0,0
1741812156910_90_0,0.5,0,0,1,0,0
1741812157978_90_0,0.5,0,0,1,0,0
1741812159048_90_0,0.5,0,0,1,0,0
1741812160115_90_0,0.5,0,0,1,0,0
1741812161183_90_0,0.5,0,0,1,0,0
1741812162247_90_0,0.5,0,0,1,0,0
1741812163315_90_0,0.5,0,0,1,0,0
1741812164383_90_0,0.5,0,0,1,0,0
1741812185374_90_0,0.5,0,0,1,0,0
1741812186498_90_0,0.5,0,0,1,0,0
1741812187563_90_0,0.5,0,0,1,0,0
1741812188630_90_0,0.5,0,0,1,0,0
1741812189699_90_0,0.5,0,0,1,0,0
1741812190768_90_0,0.5,0,0,1,0,0
1741812191831_90_0,0.5,0,0,1,0,0
1741812192899_90_0,0.5,0,0,1,0,0
1741812193967_90_0,0.5,0,0,1,0,0
1741812195036_90_0,0.5,0,0,1,0,0
1741812196104_90_0,0.5,0,0,1,0,0
1741812197168_90_0,0.5,0,0,1,0,0
1741812198236_90_0,0.5,0,0,1,0,0
1741812199310_90_0,0.5,0,0,1,0,0
1741812200372_90_0,0.5,0,0,1,0,0
1741812201440_90_0,0.5,0,0,1,0,0
1741812202505_90_0,0.5,0,0,1,0,0
1741812203573_90_0,0.5,0,0,1,0,0
1741812204641_90_0,0.5,0,0,1,0,0
1741812205709_90_0,0.5,0,0,1,0,0
