image_id,angle,speed,red_light,obj_ahead,left_arrow,right_arrow
1742995586245_105_0,0.6875,1,0,0,0,0
1742995586466_105_0,0.6875,1,0,0,0,0
1742995586698_105_0,0.6875,1,0,0,0,0
1742995586897_105_0,0.6875,1,0,0,0,0
1742995587097_105_0,0.6875,1,0,0,0,0
1742995587297_105_0,0.6875,1,0,0,0,0
1742995587497_105_0,0.6875,1,0,0,0,0
1742995587697_105_0,0.6875,1,0,0,0,0
1742995587897_105_0,0.6875,1,0,0,0,0
1742995588097_105_0,0.6875,1,0,0,0,0
1742995588298_105_0,0.6875,1,0,0,0,0
1742995588497_105_0,0.6875,1,0,0,0,0
1742995588698_105_0,0.6875,1,0,0,0,0
1742995588898_105_0,0.6875,1,0,0,0,0
1742995589098_105_0,0.6875,1,0,0,0,0
1742995589300_105_0,0.6875,1,0,0,0,0
1742995589498_105_0,0.6875,1,0,0,0,0
1742995589698_105_0,0.6875,1,0,0,0,0
1742995589898_105_0,0.6875,1,0,0,0,0
1742995590134_105_0,0.6875,1,0,0,0,0
1742995590341_105_0,0.6875,1,0,0,0,0
1742995590534_105_0,0.6875,1,0,0,0,0
1742995590734_105_0,0.6875,1,0,0,0,0
1742995590935_105_0,0.6875,1,0,0,0,0
1742995591134_105_0,0.6875,1,0,0,0,0
1742995591334_105_0,0.6875,1,0,0,0,0
1742995591545_105_0,0.6875,1,0,0,0,0
1742995591734_105_0,0.6875,1,0,0,0,0
1742995591934_105_0,0.6875,1,0,0,0,0
1742995592134_105_0,0.6875,1,0,0,0,0
1742995592334_105_0,0.6875,1,0,0,0,0
1742995592534_105_0,0.6875,1,0,0,0,0
1742995592766_105_0,0.6875,1,0,0,0,0
1742995593002_105_0,0.6875,1,0,0,0,0
1742995593202_105_0,0.6875,1,0,0,0,0
1742995593402_105_0,0.6875,1,0,0,0,0
1742995593602_105_0,0.6875,1,0,0,0,0
1742995593802_105_0,0.6875,1,0,0,0,0
1742995594002_105_0,0.6875,1,0,0,0,0
1742995594202_105_0,0.6875,1,0,0,0,0
1742995594403_105_0,0.6875,1,0,0,0,0
1742995594634_105_0,0.6875,1,0,0,0,0
1742995594834_105_0,0.6875,1,0,0,0,0
1742995595035_105_0,0.6875,1,0,0,0,0
1742995595235_105_0,0.6875,1,0,0,0,0
1742995595434_105_0,0.6875,1,0,0,0,0
1742995595635_105_0,0.6875,1,0,0,0,0
1742995595835_105_0,0.6875,1,0,0,0,0
1742995596035_105_0,0.6875,1,0,0,0,0
1742995596235_105_0,0.6875,1,0,0,0,0
1742995596435_105_0,0.6875,1,0,0,0,0
1742995596635_105_0,0.6875,1,0,0,0,0
1742995596835_105_0,0.6875,1,0,0,0,0
1742995597035_105_0,0.6875,1,0,0,0,0
1742995597235_105_0,0.6875,1,0,0,0,0
1742995597441_105_0,0.6875,1,0,0,0,0
1742995597639_105_0,0.6875,1,0,0,0,0
1742995597871_105_0,0.6875,1,0,0,0,0
1742995598071_105_0,0.6875,1,0,0,0,0
1742995598271_105_0,0.6875,1,0,0,0,0
1742995598471_105_0,0.6875,1,0,0,0,0
1742995598671_105_0,0.6875,1,0,0,0,0
1742995598872_105_0,0.6875,1,0,0,0,0
1742995599103_105_0,0.6875,1,0,0,0,0
1742995599339_105_0,0.6875,1,0,0,0,0
1742995599539_105_0,0.6875,1,0,0,0,0
1742995599739_105_0,0.6875,1,0,0,0,0
1742995599939_105_0,0.6875,1,0,0,0,0
1742995600140_105_0,0.6875,1,0,0,0,0
1742995600340_105_0,0.6875,1,0,0,0,0
1742995603844_105_0,0.6875,1,0,0,0,0
1742995604127_105_0,0.6875,1,0,0,0,0
1742995604476_105_0,0.6875,1,0,0,0,0
1742995604682_105_0,0.6875,1,0,0,0,0
1742995604876_105_0,0.6875,1,0,0,0,0
1742995605077_105_0,0.6875,1,0,0,0,0
1742995605276_105_0,0.6875,1,0,0,0,0
1742995605476_105_0,0.6875,1,0,0,0,0
1742995605676_105_0,0.6875,1,0,0,0,0
1742995605876_105_0,0.6875,1,0,0,0,0
1742995606076_105_0,0.6875,1,0,0,0,0
1742995606278_105_0,0.6875,1,0,0,0,0
1742995606476_105_0,0.6875,1,0,0,0,0
1742995606708_105_0,0.6875,1,0,0,0,0
1742995606908_105_0,0.6875,1,0,0,0,0
1742995607108_105_0,0.6875,1,0,0,0,0
1742995607344_105_0,0.6875,1,0,0,0,0
1742995607544_105_0,0.6875,1,0,0,0,0
1742995607744_105_0,0.6875,1,0,0,0,0
1742995607944_105_0,0.6875,1,0,0,0,0
1742995608176_105_0,0.6875,1,0,0,0,0
1742995608408_105_0,0.6875,1,0,0,0,0
1742995608608_105_0,0.6875,1,0,0,0,0
